t,n_sat,dop,sigma_pos,dt_upd
29.6,10.0898682936401,1.87557243849796,1.67557243849796,0.338639816965492
29.8,10.0940723869516,1.87326018717661,1.67326018717661,0.338166856467943
30,10.0982842197313,1.87094367914779,1.67094367914779,0.33769302528023
30.2,10.1025024471579,1.86862365406314,1.66862365406314,0.337218474694734
30.4,10.1067257185663,1.86630085478854,1.66630085478854,0.336743356661292
30.6,10.1109526778894,1.86397602716082,1.66397602716082,0.33626782373744
30.8,10.1151819641033,1.86164991974317,1.66164991974317,0.335792029038376
31,10.119412211674,1.85932328357928,1.65932328357928,0.33531612618667
31.2,10.1236420510069,1.85699687194623,1.65699687194623,0.334840269261729
31.4,10.1278701088975,1.85467144010639,1.65467144010639,0.334364612749034
31.6,10.1320950089851,1.85234774505818,1.65234774505818,0.333889311489173
31.8,10.1363153722073,1.85002654528599,1.65002654528599,0.33341452062668
32,10.140529817256,1.84770860050919,1.64770860050919,0.332940395558698
32.2,10.1447369610357,1.84539467143039,1.64539467143039,0.332467091883488
32.4,10.1489354191218,1.84308551948301,1.64308551948301,0.331994765348797
32.6,10.1531238062214,1.84078190657825,1.64078190657825,0.331523571800096
32.8,10.1573007366336,1.83848459485155,1.63848459485154,0.331053667128725
33,10.1614648247117,1.83619434640859,1.63619434640859,0.330585207219939
33.2,10.1656146853255,1.833911923071,1.633911923071,0.330118347900887
33.4,10.1697489343241,1.83163808612172,1.63163808612172,0.329653244888534
33.6,10.1738661889995,1.82937359605027,1.62937359605027,0.329190053737556
33.8,10.1779650685493,1.82711921229788,1.62711921229788,0.328728929788203
34,10.1820441945407,1.82487569300262,1.62487569300262,0.328270028114173
34.2,10.1861021913734,1.82264379474462,1.62264379474462,0.327813503470491
34.4,10.1901376867428,1.82042427229145,1.62042427229145,0.327359510241433
34.6,10.1941493121023,1.81821787834375,1.61821787834375,0.326908202388494
34.8,10.1981357031251,1.81602536328118,1.61602536328118,0.326459733398423
35,10.2020955001657,1.81384747490884,1.61384747490884,0.326014256231354
35.2,10.2060273487197,1.81168495820414,1.61168495820414,0.325571923269029
35.4,10.2099298998831,1.80953855506429,1.60953855506429,0.325132886263151
35.6,10.21380181081,1.80740900405448,1.60740900405448,0.324697296283872
35.8,10.2176417451695,1.80529704015679,1.60529704015679,0.324265303668434
36,10.2214483736001,1.80320339451996,1.60320339451996,0.323837057969993
36.2,10.2252203741634,1.80112879421014,1.60112879421014,0.323412707906619
36.4,10.2289564327954,1.79907396196255,1.59907396196255,0.322992401310521
36.6,10.2326552437557,1.79703961593435,1.59703961593435,0.322576285077481
36.8,10.2363155100752,1.79502646945866,1.59502646945866,0.322164505116544
37,10.2399359440004,1.79303523079978,1.59303523079978,0.321757206299956
37.2,10.2435152674366,1.79106660290988,1.59106660290988,0.321354532413384
37.4,10.2470522123873,1.78912128318701,1.589121283187,0.320956626106433
37.6,10.2505455213915,1.7871999632347,1.5871999632347,0.320563628843462
37.8,10.2539939479579,1.78530332862316,1.58530332862316,0.320175680854737
38,10.2573962569962,1.78343205865209,1.58343205865209,0.319792921087927
38.2,10.2607512252449,1.7815868261153,1.5815868261153,0.319415487159948
38.4,10.264057641696,1.7797682970672,1.5797682970672,0.3190435153092
38.6,10.2673143080161,1.77797713059113,1.57797713059113,0.318677140348186
38.8,10.2705200389641,1.77621397856977,1.57621397856977,0.318316495616543
39,10.2736736628045,1.77447948545753,1.57447948545753,0.317961712934495
39.2,10.2767740217177,1.77277428805525,1.57277428805525,0.317612922556755
39.4,10.2798199722056,1.77109901528693,1.57109901528693,0.317270253126872
39.6,10.2828103854928,1.76945428797897,1.56945428797897,0.316933831632062
39.8,10.2857441479243,1.76784071864164,1.56784071864164,0.316603783358517
40,10.288620161358,1.7662589112531,1.5662589112531,0.316280231847225
40.2,10.2914373435529,1.76470946104591,1.56470946104591,0.3159632988503
40.4,10.2941946285524,1.76319295429619,1.56319295429619,0.315653104287858
40.6,10.2968909670629,1.76170996811541,1.56170996811541,0.315349766205425
40.8,10.2995253268273,1.76026107024496,1.56026107024496,0.315053400731924
41,10.3020966929935,1.75884681885356,1.55884681885356,0.314764122038228
41.2,10.3046040684773,1.75746776233751,1.55746776233751,0.314482042296308
41.4,10.30704647432,1.75612443912397,1.55612443912397,0.314207271638994
41.6,10.3094229500414,1.75481737747723,1.55481737747723,0.313939918120343
41.8,10.3117325539853,1.75354709530807,1.55354709530807,0.313680087676651
42,10.3139743636613,1.75231409998631,1.55231409998631,0.313427884088109
42.2,10.3161474760789,1.75111888815658,1.55111888815658,0.313183408941119
42.4,10.3182510080775,1.7499619455574,1.5499619455574,0.312946761591286
42.6,10.3202840966481,1.74884374684355,1.54884374684355,0.31271803912709
42.8,10.3222458992509,1.74776475541198,1.54776475541198,0.31249733633427
43,10.3241355941253,1.74672542323109,1.54672542323109,0.312284745660905
43.2,10.3259523805935,1.74572619067358,1.54572619067358,0.312080357183232
43.4,10.3276954793583,1.74476748635294,1.54476748635294,0.311884258572191
43.6,10.3293641327936,1.74384972696354,1.54384972696354,0.311696535060724
43.8,10.3309576052282,1.74297331712449,1.54297331712449,0.311517269411828
44,10.3324751832232,1.74213864922721,1.54213864922721,0.311346541887385
44.2,10.3339161758421,1.74134610328687,1.54134610328687,0.311184430217768
44.4,10.3352799149134,1.74059604679764,1.54059604679764,0.311031009572244
44.6,10.3365657552873,1.73988883459198,1.53988883459198,0.310886352530178
44.8,10.337773075084,1.7392248087038,1.5392248087038,0.310750529053049
45,10.3389012759352,1.73860429823566,1.53860429823566,0.310623606457294
45.2,10.339949783218,1.73802761923012,1.53802761923012,0.310505649387979
45.4,10.3409180462816,1.73749507454512,1.53749507454512,0.31039671979332
45.6,10.3418055386662,1.73700695373357,1.53700695373357,0.310296876900049
45.8,10.3426117583143,1.73656353292715,1.53656353292715,0.310206177189645
46,10.3433362277739,1.73616507472434,1.53616507472434,0.310124674375432
46.2,10.343978494395,1.73581182808273,1.53581182808273,0.310052419380559
46.4,10.3445381305168,1.73550402821575,1.53550402821575,0.309989460316858
46.6,10.345014733648,1.73524189649362,1.53524189649362,0.309935842464605
46.8,10.3454079266384,1.73502564034886,1.53502564034886,0.309891608253176
47,10.3457173578434,1.73485545318611,1.53485545318611,0.309856797242613
47.2,10.345942701279,1.73473151429653,1.53473151429653,0.309831446106107
47.4,10.3460836567698,1.73465398877662,1.53465398877662,0.309815588613399
47.6,10.3461399500879,1.73462302745166,1.53462302745166,0.309809255615113
47.8,10.3461113330843,1.73463876680365,1.53463876680365,0.30981247502802
48,10.3459975838111,1.73470132890388,1.53470132890388,0.309825271821248
48.2,10.3457985066362,1.7348108213501,1.5348108213501,0.309847668003429
48.4,10.3455139323484,1.73496733720836,1.53496733720836,0.3098796826108
48.6,10.3451437182554,1.73517095495952,1.53517095495952,0.309921331696265
48.8,10.344687748272,1.73542173845041,1.53542173845041,0.309972628319402
49,10.3441459330004,1.73571973684977,1.53571973684977,0.310033582537453
49.2,10.3435182098021,1.73606498460884,1.53606498460884,0.310104201397263
49.4,10.3428045428604,1.73645750142678,1.53645750142678,0.310184488928205
49.6,10.342004923235,1.73689729222078,1.53689729222078,0.310274446136068
49.8,10.3411193689073,1.73738434710098,1.53738434710098,0.310374070997929
50,10.3401479248178,1.73791864135023,1.53791864135023,0.310483358458002
50.2,10.3390906628936,1.73850013540853,1.53850013540853,0.310602300424472
50.4,10.3379476820684,1.73912877486238,1.53912877486238,0.310730885767306
50.6,10.3367191082928,1.73980449043894,1.53980449043894,0.310869100317056
50.8,10.3354050945365,1.74052719800493,1.54052719800493,0.311016926864646
51,10.3340058207809,1.7412967985705,1.5412967985705,0.311174345162147
51.2,10.3325214940041,1.74211317829775,1.54211317829775,0.311341331924539
51.4,10.3309523481559,1.74297620851427,1.54297620851427,0.311517860832464
51.6,10.3292986441248,1.74388574573138,1.54388574573138,0.311703902535963
51.8,10.3275606696959,1.74484163166723,1.54484163166723,0.311899424659207
52,10.3257387395004,1.74584369327479,1.54584369327479,0.312104391806207
52.2,10.3238331949554,1.74689174277455,1.54689174277455,0.312318765567521
52.4,10.3218444041961,1.74798557769213,1.54798557769213,0.312542504527936
52.6,10.3197727619988,1.74912498090067,1.54912498090067,0.312775564275137
52.8,10.3176186896946,1.75030972066798,1.55030972066798,0.313017897409359
53,10.3153826350754,1.75153955070852,1.55153955070852,0.313269453554016
53.2,10.3130650722906,1.75281421024016,1.55281421024016,0.313530179367306
53.4,10.3106665017352,1.75413342404562,1.55413342404562,0.313800018554787
53.6,10.3081874499295,1.75549690253876,1.55549690253876,0.314078911882929
53.8,10.30562846939,1.75690434183551,1.55690434183551,0.314366797193626
54,10.3029901384918,1.75835542382952,1.55835542382952,0.314663609419675
54.2,10.3002730613226,1.75984981627257,1.55984981627257,0.314969280601208
54.4,10.2974778675282,1.76138717285951,1.56138717285951,0.315283739903082
54.6,10.2946052121492,1.76296713331793,1.56296713331793,0.315606913633214
54.8,10.2916557754501,1.76458932350244,1.56458932350244,0.315938725261864
55,10.2886302627391,1.76625335549348,1.56625335549348,0.316279095441849
55.2,10.2855294041805,1.76795882770073,1.56795882770073,0.316627942029696
55.4,10.2823539545981,1.76970532497105,1.56970532497105,0.316985180107714
55.6,10.2791046932712,1.77149241870085,1.57149241870085,0.317350722006992
55.8,10.2757824237217,1.77331966695304,1.57331966695304,0.317724477331304
56,10.2723879734941,1.77518661457827,1.57518661457827,0.318106352981919
56.2,10.2689221939261,1.77709279334067,1.57709279334067,0.318496253183319
56.4,10.265385959913,1.77903772204786,1.57903772204786,0.31889407950979
56.6,10.261780169663,1.78102090668535,1.58102090668535,0.319299730912913
56.8,10.2581057444452,1.78304184055516,1.58304184055516,0.319713103749919
57,10.2543636283297,1.78510000441867,1.58510000441867,0.320134091812909
57.2,10.2505547879206,1.78719486664369,1.58719486664369,0.320562586358937
57.4,10.2466802120806,1.78932588335568,1.58932588335568,0.320998476140935
57.6,10.2427409116491,1.79149249859301,1.59149249859301,0.321441647439479
57.8,10.2387379191522,1.7936941444663,1.5936941444663,0.32189198409538
58,10.2346722885058,1.79593024132183,1.59593024132183,0.322349367543101
58.2,10.2305450947114,1.79820019790874,1.59820019790874,0.32281367684497
58.4,10.2263574335449,1.80050341155033,1.60050341155033,0.323284788726204
58.6,10.2221104212381,1.80283926831902,1.60283926831902,0.323762577610709
58.8,10.2178051941541,1.80520714321524,1.60520714321524,0.324246915657662
59,10.2134429084546,1.80760640034995,1.60760640034995,0.324737672798853
59.2,10.2090247397619,1.81003639313096,1.61003639313096,0.325234716776788
59.4,10.2045518828132,1.81249646445276,1.61249646445276,0.325737913183518
59.6,10.2000255511092,1.81498594688995,1.61498594688995,0.326247125500217
59.8,10.195446976556,1.81750416289423,1.61750416289423,0.326762215137455
60,10.1908174091005,1.82005042499473,1.62005042499473,0.327283041476195
60.2,10.1861381163603,1.82262403600183,1.62262403600183,0.327809461909466
60.4,10.1814103832469,1.82522428921418,1.62522428921418,0.32834133188472
60.6,10.1766355115835,1.82785046862908,1.62785046862908,0.328878504946857
60.8,10.1718148197165,1.83050184915594,1.63050184915594,0.329420832781897
61,10.1669496421219,1.83317769683297,1.63317769683297,0.32996816526129
61.2,10.1620413290058,1.83587726904682,1.63587726904682,0.33052035048685
61.4,10.1570912458995,1.83859981475525,1.63859981475525,0.331077234836301
61.6,10.1521007732497,1.84134457471269,1.64134457471269,0.331638663009413
61.8,10.1470713060024,1.84411078169866,1.64411078169866,0.332204478074727
62,10.1420042531837,1.84689766074897,1.64689766074897,0.332774521516834
62.2,10.1369010374736,1.84970442938951,1.64970442938951,0.333348633284217
62.4,10.1317630947767,1.85253029787282,1.65253029787282,0.333926651837622
62.6,10.1265918737871,1.85537446941707,1.65537446941707,0.334508414198947
62.8,10.1213888355498,1.85823614044761,1.65823614044761,0.335093756000647
63,10.1161554530168,1.86111450084077,1.66111450084077,0.335682511535613
63.2,10.1108932105997,1.86400873417019,1.66400873417019,0.336274513807538
63.4,10.1056036037179,1.86691801795514,1.66691801795514,0.336869594581734
63.6,10.1002881383432,1.86984152391123,1.66984152391123,0.337467584436387
63.8,10.09494833054,1.87277841820299,1.67277841820299,0.338068312814247
64,10.0895857060025,1.87572786169861,1.67572786169861,0.338671608074716
64.2,10.0842017995881,1.87868901022652,1.67868901022652,0.339277297546333
64.4,10.0787981548477,1.88166101483378,1.68166101483378,0.339885207579637
64.6,10.0733763235522,1.8846430220463,1.6846430220463,0.340495163600379
64.8,10.067937865217,1.88763417413064,1.68763417413064,0.341106990163086
65,10.0624843466228,1.89063360935749,1.69063360935749,0.34172051100494
65.2,10.0570173413336,1.89364046226653,1.69364046226653,0.342335549099973
65.4,10.051538429213,1.89665386393286,1.69665386393286,0.342951926713539
65.6,10.0460491959371,1.89967294223459,1.69967294223459,0.343569465457075
65.8,10.0405512325058,1.90269682212182,1.70269682212182,0.344187986343099
66,10.0350461347515,1.90572462588669,1.70572462588669,0.344807309840459
66.2,10.0295355028463,1.90875547343453,1.70875547343453,0.34542725592979
66.4,10.0240209408073,1.91178848255601,1.71178848255601,0.346047644159184
66.6,10.0185040559997,1.91482276920015,1.71482276920015,0.346668293700031
66.8,10.0129864586397,1.91785744774819,1.71785744774819,0.347289023403039
67,10.0074697612943,1.92089163128812,1.72089163128812,0.347909651854387
67.2,10.001955578382,1.92392443188988,1.72392443188988,0.348529997432021
67.4,9.99644552567064,1.92695496088115,1.72695496088115,0.349149878362053
67.6,9.99094121977551,1.92998232912347,1.72998232912347,0.349769112775255
67.8,9.9854442776566,1.93300564728887,1.73300564728887,0.350387518763633
68,9.97995631611513,1.93602402613668,1.73602402613668,0.351004914437048
68.2,9.9744789512899,1.93903657679056,1.73903657679056,0.351621117979886
68.4,9.96901379815339,1.94204241101563,1.74204241101563,0.352235947707743
68.6,9.9635624700079,1.94504064149566,1.74504064149566,0.352849222124112
68.8,9.95812657798177,1.94803038211003,1.74803038211003,0.353460759977051
69,9.95270773052596,1.95101074821072,1.75101074821072,0.354070380315829
69.2,9.94730753291109,1.9539808568989,1.7539808568989,0.354677902547502
69.4,9.94192758672508,1.95693982730121,1.75693982730121,0.355283146493429
69.6,9.93656948937159,1.95988678084562,1.75988678084562,0.355885932445696
69.8,9.9312348335695,1.96282084153678,1.76282084153678,0.356486081223432
70,9.92592520685336,1.96574113623065,1.76574113623065,0.357083414228997
70.2,9.92064219107525,1.96864679490861,1.76864679490861,0.357677753504034
70.4,9.91538736190805,1.97153695095057,1.77153695095057,0.358268921785345
70.6,9.91016228835023,1.97441074140737,1.77441074140737,0.358856742560599
70.8,9.90496853223254,1.9772673072721,1.7772673072721,0.359441040123839
71,9.89980764772651,1.98010579375042,1.78010579375042,0.360021639630768
71.2,9.8946811808551,1.9829253505297,1.7829253505297,0.360598367153801
71.4,9.88959066900554,1.98572513204695,1.78572513204695,0.361171049736876
71.6,9.88453764044463,1.98850429775545,1.78850429775545,0.361739515449979
71.8,9.87952361383654,1.9912620123899,1.7912620123899,0.362303593443389
72,9.87455009776333,1.99399744623017,1.79399744623017,0.362863114001625
72.2,9.8696185902484,1.99670977536338,1.79670977536338,0.363417908597054
72.4,9.86473057828289,1.99939818194441,1.79939818194441,0.363967809943174
72.6,9.85988753735529,2.00206185445459,1.80206185445459,0.36451265204753
72.8,9.85509093098436,2.0046999879586,1.8046999879586,0.36505227026426
73,9.8503422102556,2.00731178435942,1.80731178435942,0.365586501346245
73.2,9.84564281336127,2.0098964526513,1.8098964526513,0.366115183496857
73.4,9.84099416514422,2.01245320917068,1.81245320917068,0.366638156421276
73.6,9.83639767664568,2.01498127784488,1.81498127784488,0.367155261377361
73.8,9.83185474465712,2.01747989043858,1.81747989043858,0.367666341226074
74,9.8273667512763,2.01994828679803,1.81994828679803,0.368171240481416
74.2,9.82293506346774,2.02238571509274,1.82238571509274,0.36866980535988
74.4,9.81856103262764,2.0247914320548,1.8247914320548,0.369161883829391
74.6,9.81424599415356,2.02716470321554,1.82716470321554,0.369647325657724
74.8,9.80999126701879,2.02950480313967,1.82950480313967,0.370125982460386
75,9.8057981533517,2.03181101565657,1.83181101565657,0.370597707747934
75.2,9.80166793802016,2.03408263408891,1.83408263408891,0.371062356972732
75.4,9.79760188822121,2.03631896147833,1.83631896147833,0.371519787575114
75.6,9.79360125307597,2.03851931080821,1.83851931080821,0.371969859028953
75.8,9.78966726323014,2.04068300522342,1.84068300522342,0.372412432886609
76,9.78580113046001,2.04280937824699,1.84280937824699,0.372847372823249
76.2,9.7820040472843,2.04489777399363,1.84489777399363,0.373274544680516
76.4,9.77827718658176,2.04694754738003,1.84694754738003,0.373693816509551
76.6,9.77462170121486,2.04895806433183,1.84895806433183,0.374105058613328
76.8,9.77103872365949,2.05092870198728,1.85092870198728,0.374508143588308
77,9.76752936564097,2.05285884889747,1.85285884889747,0.374902946365391
77.2,9.76409471777639,2.05474790522298,1.85474790522298,0.375289344250155
77.4,9.76073584922342,2.05659528292712,1.85659528292712,0.375667216962365
77.6,9.75745380733565,2.05840040596539,1.85840040596539,0.37603644667474
77.8,9.75424961732472,2.0601627104714,1.8601627104714,0.376396918050969
78,9.75112428192923,2.06188164493892,1.86188164493892,0.376748518282962
78.2,9.7480787810905,2.06355667040023,1.86355667040023,0.377091137127319
