ComboID,EnterBlindThr,EnterQPosThr,HoldBlindThr,HoldQPosThr,OverallTimelyGain,OverallLossReduction,OverallCostDelta,PosDegTimelyGain,PosDegLossReduction,CompositeScore
19,0.14,0.76,0.3,0.48,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
20,0.14,0.76,0.3,0.52,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
21,0.14,0.76,0.3,0.58,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
22,0.14,0.76,0.36,0.48,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
23,0.14,0.76,0.36,0.52,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
24,0.14,0.76,0.36,0.58,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
25,0.14,0.76,0.42,0.48,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
26,0.14,0.76,0.42,0.52,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
27,0.14,0.76,0.42,0.58,0.0305047143649473,0.0305047143649473,0.207029950083192,0.00454545454545454,0.00454545454545454,0.0562155246306664
55,0.22,0.68,0.3,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
56,0.22,0.68,0.3,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
57,0.22,0.68,0.3,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
58,0.22,0.68,0.36,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
59,0.22,0.68,0.36,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
60,0.22,0.68,0.36,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
61,0.22,0.68,0.42,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
62,0.22,0.68,0.42,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
63,0.22,0.68,0.42,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
64,0.22,0.72,0.3,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
65,0.22,0.72,0.3,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
66,0.22,0.72,0.3,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
67,0.22,0.72,0.36,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
68,0.22,0.72,0.36,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
69,0.22,0.72,0.36,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
70,0.22,0.72,0.42,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
71,0.22,0.72,0.42,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
72,0.22,0.72,0.42,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
73,0.22,0.76,0.3,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
74,0.22,0.76,0.3,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
75,0.22,0.76,0.3,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
76,0.22,0.76,0.36,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
77,0.22,0.76,0.36,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
78,0.22,0.76,0.36,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
79,0.22,0.76,0.42,0.48,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
80,0.22,0.76,0.42,0.52,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
81,0.22,0.76,0.42,0.58,0.0302273987798114,0.0302273987798114,0.206253466444811,0.00454545454545454,0.00454545454545454,0.0557385418242326
28,0.18,0.68,0.3,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
29,0.18,0.68,0.3,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
30,0.18,0.68,0.3,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
31,0.18,0.68,0.36,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
32,0.18,0.68,0.36,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
33,0.18,0.68,0.36,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
34,0.18,0.68,0.42,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
35,0.18,0.68,0.42,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
36,0.18,0.68,0.42,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
37,0.18,0.72,0.3,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
38,0.18,0.72,0.3,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
39,0.18,0.72,0.3,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
40,0.18,0.72,0.36,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
41,0.18,0.72,0.36,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
42,0.18,0.72,0.36,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
43,0.18,0.72,0.42,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
44,0.18,0.72,0.42,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
45,0.18,0.72,0.42,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
46,0.18,0.76,0.3,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
47,0.18,0.76,0.3,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
48,0.18,0.76,0.3,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
49,0.18,0.76,0.36,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
50,0.18,0.76,0.36,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
51,0.18,0.76,0.36,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
52,0.18,0.76,0.42,0.48,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
53,0.18,0.76,0.42,0.52,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
54,0.18,0.76,0.42,0.58,0.0299500831946756,0.0299500831946756,0.206641708264002,0.00454545454545454,0.00454545454545454,0.0551450864720418
