Scene,Config,Stage,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10006,ForestGeometry,PosDeg_Emerg,LossRate,0.0909090909090909,0,0.1,0,0.00909090909090904,0.909090909090904,0.00909090909090904,0.00909090909090904,1,p = 1,1,p = 1,n.s.,n.s.,1,0,Below1pp,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0133753616447754,0,0.0125021123213889,0,-0.000873249323386562,-6.5287903727647,-0.000873249323386562,-0.000873249323386562,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,Sub-ms,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,AvgTxCost,3.04527272727273,0,2.81072727272727,0,-0.234545454545455,-7.70195235536451,-0.234545454545455,-0.234545454545455,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,EmgTimely,0.9,0,0.9,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,AvgDelay,0.0119750142105576,0,0.0143000641491174,0,0.00232504993855984,19.4158428347416,0.00232504993855984,0.00232504993855984,1,p = 1,1,p = 1,n.s.,n.s.,1,0,Meaningful,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,AvgTxCost,3.08,0,2.94272727272727,0,-0.137272727272728,-4.45690672963401,-0.137272727272728,-0.137272727272728,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,TimelyRate,0.981818181818182,0,0.854545454545454,0,-0.127272727272727,-12.7272727272727,-0.127272727272727,-0.127272727272727,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,Meaningful,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,LossRate,0.0181818181818182,0,0.145454545454546,0,0.127272727272727,12.7272727272727,0.127272727272727,0.127272727272727,1,p = 1,1,p = 1,n.s.,n.s.,1,0,Meaningful,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0218900334067079,0,0.0195562500734638,0,-0.00233378333324411,-10.6613968552873,-0.00233378333324411,-0.00233378333324411,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,Meaningful,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,AvgTxCost,3.70545454545455,0,3.04454545454546,0,-0.660909090909092,-17.8361138370952,-0.660909090909092,-0.660909090909092,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,AvgDelay,0.0119750142105576,0,0.0119750142105576,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,AvgTxCost,3.00818181818182,0,2.61545454545454,0,-0.392727272727274,-13.0553037171351,-0.392727272727274,-0.392727272727274,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,TimelyRate,0.581818181818182,0,0.581818181818182,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,LossRate,0.2,0,0.236363636363636,0,0.0363636363636364,3.63636363636364,0.0363636363636364,0.0363636363636364,1,p = 1,1,p = 1,n.s.,n.s.,1,0,Meaningful,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0533878107308366,0,0.0517148542041749,0,-0.00167295652666166,-3.13359267548194,-0.00167295652666166,-0.00167295652666166,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,Meaningful,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,AvgTxCost,4.15445454545455,0,3.84354545454546,0,-0.310909090909091,-7.48375237970196,-0.310909090909091,-0.310909090909091,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,EmgTimely,0.581818181818182,0,0.581818181818182,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,AvgDelay,0.0119750142105576,0,0.0144009078923571,0,0.00242589368179953,20.2579607768714,0.00242589368179953,0.00242589368179953,1,p = 1,1,p = 1,n.s.,n.s.,1,0,Meaningful,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,AvgTxCost,3.08090909090909,0,2.93454545454546,0,-0.146363636363637,-4.75066391265862,-0.146363636363637,-0.146363636363637,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0119750142105576,0,0.0132170827257355,0,0.00124206851517793,10.3721673589571,0.00124206851517793,0.00124206851517793,1,p = 1,1,p = 1,n.s.,n.s.,1,0,Meaningful,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,AvgTxCost,3.08454545454546,0,2.91090909090909,0,-0.173636363636364,-5.62923666371944,-0.173636363636364,-0.173636363636364,1,p = 1,1,p = 1,n.s.,n.s.,-1,0,SeeDelta,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
