Scene,Config,Stage,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10006,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,AvgDelay,0.0120344276119945,0.000180469133643573,0.0126346193196654,0.00053585316157509,0.000600191707670879,4.98728919248874,0.000520991602557895,0.000679391812783863,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.22284563094452,Sub-ms,1.1125369292536e-306,p < 1e-15,***
10006,Default,PosDeg_Emerg,AvgTxCost,2.55,4.48597845338221e-16,2.70047454545454,0.0520052032699089,0.150474545454545,5.90096256684494,0.14208276329539,0.158866327613701,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.89345173161957,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10006,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,TimelyRate,0.893454545454545,0.00412324879646432,0.894,0.0047219893409605,0.000545454545454547,0.0545454545454627,-0.000143880420917131,0.00123478951182622,0.366599870595652,p = 0.3666,0.733199741191304,p = 0.7332,n.s.,n.s.,0.272727272727273,0.127683759065201,Below1pp,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,LossRate,0.105272727272727,0.00553740405333192,0.103272727272727,0.00629836657297775,-0.00200000000000001,-0.200000000000002,-0.00268164697541818,-0.00131835302458183,0.000814591525477137,p = 8.146e-04,0.00244377457643141,p = 0.002444,***,**,-0.846153846153846,-0.473454105664036,Below1pp,0.0211793796624056,p = 0.02118,*
10006,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0122489890183795,0.000391690803128677,0.0124361204409005,0.000494696171400886,0.000187131422521006,1.52772953131249,0.000134524085325823,0.00023973875971619,4.9360294996692e-05,p = 4.936e-05,0.000197441179986768,p = 1.974e-04,***,***,0.874643874643875,0.573994594453486,Sub-ms,0.00133272796491068,p = 0.001333,**
10006,ForestGeometry,PosDeg_Emerg,AvgTxCost,2.61545454545454,4.48597845338221e-16,2.92015090909091,0.10941075963003,0.304696363636364,11.6498435870699,0.287041375232267,0.322351352040461,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.78488481998196,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10006,ForestGeometry,PosDeg_Emerg,EmgTimely,0.893454545454545,0.00412324879646432,0.894,0.0047219893409605,0.000545454545454547,0.0545454545454627,-0.000143880420917131,0.00123478951182622,0.366599870595652,p = 0.3666,0.733199741191304,p = 0.7332,n.s.,n.s.,0.272727272727273,0.127683759065201,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,TimelyRate,0.999454545454545,0.00218089034074631,1,0,0.000545454545454542,0.0545454545454627,0.000193536746814977,0.000897372344094108,0.0769740809715007,p = 0.07697,0.307896323886003,p = 0.3079,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,LossRate,0.000545454545454542,0.00218089034074631,0,0,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715007,p = 0.07697,0.307896323886003,p = 0.3079,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,AvgDelay,0.0120194185903504,0.00016562843159455,0.0120272866108671,0.000174833805038448,7.86802051668766e-06,0.0654609077597435,2.76875596808961e-06,1.29672850652857e-05,0.0783131482312307,p = 0.07831,0.307896323886003,p = 0.3079,n.s.,n.s.,1,0.248980504964806,Sub-ms,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,AvgTxCost,2,0,3.01821818181818,0.16958800989959,1.01821818181818,50.9109090909091,0.99085273477828,1.04558362885809,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,6.00406940573835,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10011,Default,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Meaningful,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,TimelyRate,0.765636363636364,0.0424534310755446,0.976545454545455,0.0137552026373736,0.210909090909091,21.0909090909091,0.204315313603226,0.217502868214956,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.16141081644947,Meaningful,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,LossRate,0.234363636363636,0.0424534310755446,0.0234545454545454,0.0137552026373736,-0.210909090909091,-21.0909090909091,-0.217502868214956,-0.204315313603226,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-5.16141081644947,Meaningful,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0183245514265109,0.000403915762505707,0.0217814060744288,0.000743093648855013,0.00345685464791787,18.8646072007891,0.00331744765703493,0.00359626163880082,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.00132630566756,Meaningful,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,AvgTxCost,2,0,3.61990181818182,0.154306641678342,1.61990181818182,80.995090909091,1.59500223811567,1.64480139824797,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,10.4979396904935,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Meaningful,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,AvgDelay,0.0120272866108671,0.000174833805038448,0.0195092919719083,0.000847283515731516,0.00748200536104124,62.2085895440539,0.00734823386882785,0.00761577685325463,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,9.02530415704741,Meaningful,1.1125369292536e-306,p < 1e-15,***
10019,Default,PosDeg_Emerg,AvgTxCost,2.55,4.48597845338221e-16,3.5859,0.0777046495736046,1.0359,40.6235294117648,1.02336124520289,1.04843875479711,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,13.3312485891692,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10019,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,TimelyRate,0.622545454545455,0.0414462772081796,0.628181818181818,0.0453337913654729,0.00563636363636363,0.563636363636355,0.00155239194319057,0.00972033532953669,0.115316629996763,p = 0.1153,0.230633259993525,p = 0.2306,n.s.,n.s.,0.322849213691027,0.222701778039999,Below1pp,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,LossRate,0.193272727272727,0.0389528129844246,0.139454545454545,0.0404732503504247,-0.0538181818181818,-5.38181818181818,-0.0578800489755642,-0.0497563146607995,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.997551020408163,-2.13801480943966,Meaningful,1.1125369292536e-306,p < 1e-15,***
10019,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0520360319167414,0.0016670729931337,0.0548686223926634,0.00158758887021475,0.00283259047592205,5.44351744663054,0.00266438151994821,0.00300079943189589,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.71732809229338,Meaningful,1.1125369292536e-306,p < 1e-15,***
10019,ForestGeometry,PosDeg_Emerg,AvgTxCost,3.82827272727273,8.97195690676443e-16,4.33038,0.0869817635198483,0.502107272727274,13.1157654769538,0.488071523121809,0.516143022332739,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.77255797547377,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10019,ForestGeometry,PosDeg_Emerg,EmgTimely,0.622545454545455,0.0414462772081796,0.628181818181818,0.0453337913654729,0.00563636363636363,0.563636363636355,0.00155239194319057,0.00972033532953669,0.115316629996763,p = 0.1153,0.230633259993525,p = 0.2306,n.s.,n.s.,0.322849213691027,0.222701778039999,Below1pp,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,TimelyRate,0.999454545454545,0.00218089034074631,1,0,0.000545454545454542,0.0545454545454627,0.000193536746814977,0.000897372344094108,0.0769740809715007,p = 0.07697,0.307896323886003,p = 0.3079,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,LossRate,0.000545454545454542,0.00218089034074631,0,0,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715007,p = 0.07697,0.307896323886003,p = 0.3079,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,AvgDelay,0.0120194185903504,0.00016562843159455,0.0120272866108671,0.000174833805038448,7.86802051668766e-06,0.0654609077597435,2.76875596808961e-06,1.29672850652857e-05,0.0783131482312307,p = 0.07831,0.307896323886003,p = 0.3079,n.s.,n.s.,1,0.248980504964806,Sub-ms,1,p = 1,n.s.
10017,Default,PosDeg_Emerg,AvgTxCost,2,0,3.01694545454546,0.169523929356267,1.01694545454546,50.8472727272728,0.98959034781626,1.04430056127465,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.99883130604098,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10017,Default,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Meaningful,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,TimelyRate,0.998909090909091,0.00350408767876156,0.999818181818182,0.00128564869306644,0.000909090909090906,0.090909090909097,0.000374805447865875,0.00144337637031594,0.0522034983949928,p = 0.0522,0.182083382344156,p = 0.1821,n.s.,n.s.,1,0.274562589193457,Below1pp,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,LossRate,0.00109090909090909,0.00350408767876156,0.000181818181818181,0.00128564869306644,-0.000909090909090906,-0.0909090909090906,-0.00144337637031594,-0.000374805447865875,0.0522034983949928,p = 0.0522,0.182083382344156,p = 0.1821,n.s.,n.s.,-1,-0.274562589193457,Below1pp,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0120191320029638,0.000165270864130898,0.012033367609173,0.000184649171801262,1.42356062091949e-05,0.118441216933828,6.11328731685859e-06,2.23579251015313e-05,0.045520845586039,p = 0.04552,0.182083382344156,p = 0.1821,*,n.s.,1,0.282815581428482,Sub-ms,1,p = 1,n.s.
10017,ForestGeometry,PosDeg_Emerg,AvgTxCost,2,0,3.09669090909091,0.266266945034261,1.09669090909091,54.8345454545455,1.05372493533412,1.1396568828477,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.11876475673612,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10017,ForestGeometry,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Meaningful,1,p = 1,n.s.
